id,SalePrice
1461,118178.2791
1462,155426.1838
1463,179920.019
1464,195514.7846
1465,203417.7363
1466,170737.8574
1467,179616.3704
1468,161339.4676
1469,195976.4196
1470,116847.4075
1471,188910.1873
1472,96974.82423
1473,94038.13699
1474,143617.2218
1475,109104.2485
1476,347164.5592
1477,250549.5361
1478,292194.0264
1479,295746.529
1480,444300.7556
1481,324403.1067
1482,219530.845
1483,179415.673
1484,161735.8375
1485,200190.6736
1486,195984.9847
1487,333732.6214
1488,231146.1454
1489,190915.475
1490,239611.2062
1491,198347.7366
1492,92345.19168
1493,185609.9611
1494,297107.3005
1495,289421.7321
1496,235374.4913
1497,176304.722
1498,172266.3667
1499,164947.7453
1500,156601.1704
1501,172082.1977
1502,145437.3447
1503,287649.6221
1504,243517.1264
1505,227258.105
1506,186171.0424
1507,246625.5636
1508,199012.8514
1509,161640.3556
1510,142053.6004
1511,153415.2885
1512,176064.5194
1513,149095.2089
1514,150974.408
1515,190110.5398
1516,157988.5959
1517,171208.777
1518,129464.5193
1519,209072.5114
1520,125732.352
1521,127159.7436
1522,182104.4317
1523,107577.3571
1524,122561.2246
1525,121521.2682
1526,111516.5834
1527,107285.2761
1528,136661.8387
1529,148887.088
1530,181210.84
1531,108273.9714
1532,96281.40308
1533,149630.4864
1534,123719.5281
1535,148205.2551
1536,106876.4545
1537,62698.63698
1538,152925.9523
1539,197945.2389
1540,98401.17432
1541,134315.0598
1542,141328.9098
1543,187327.8265
1544,89056.60423
1545,118281.9063
1546,143796.8629
1547,130578.2342
1548,141883.9663
1549,124691.0276
1550,133755.9031
1551,103525.8883
1552,134017.3801
1553,146093.9355
1554,116028.3662
1555,165399.4637
1556,86792.98386
1557,104395.1725
1558,98956.00035
1559,64543.72481
1560,140818.7465
1561,125661.5198
1562,131339.9257
1563,117385.4895
1564,156439.3499
1565,149314.6256
1566,242125.5574
1567,73758.79724
1568,242724.5622
1569,119981.8476
1570,145948.4053
1571,124572.6638
1572,139498.377
1573,226995.9972
1574,124791.8127
1575,232996.7557
1576,253681.9177
1577,179322.8041
1578,141102.6505
1579,151135.797
1580,197791.7242
1581,158468.5326
1582,123257.1121
1583,287137.0536
1584,216493.7061
1585,135604.5381
1586,63073.54958
1587,107376.7102
1588,150501.6251
1589,96777.93499
1590,132963.1099
1591,89336.57198
1592,109345.8802
1593,123616.6513
1594,118254.9584
1595,105393.6952
1596,213361.6704
1597,197317.0631
1598,236632.7651
1599,168165.511
1600,164759.6855
1601,66704.7602
1602,114293.0245
1603,70773.63102
1604,252315.7909
1605,244264.4235
1606,167625.5344
1607,177726.2383
1608,217365.8322
1609,182005.6616
1610,153418.0985
1611,140864.5295
1612,175904.5008
1613,166170.5662
1614,127794.3172
1615,92825.88341
1616,77477.60276
1617,94060.59696
1618,125411.5839
1619,141768.3093
1620,158626.3896
1621,142267.184
1622,140843.5298
1623,264498.1967
1624,215196.9121
1625,115915.5873
1626,173278.434
1627,190627.7138
1628,274966.2112
1629,187506.3516
1630,344052.1333
1631,235638.2702
1632,247118.0676
1633,178985.8444
1634,183447.2406
1635,179037.6935
1636,154599.5316
1637,199533.7066
1638,181716.1358
1639,187432.0866
1640,255003.3063
1641,182843.672
1642,241286.625
1643,211890.0792
1644,237108.5586
1645,193367.9381
1646,161234.1005
1647,155988.0407
1648,126604.5361
1649,144255.5087
1650,110679.4005
1651,122574.7165
1652,97224.2103
1653,99742.50526
1654,142694.7109
1655,131737.276
1656,139238.2952
1657,144930.2694
1658,142046.2124
1659,112585.0168
1660,152864.8928
1661,395307.0368
1662,383902.7983
1663,365360.8547
1664,453370.9087
1665,299033.2499
1666,332010.3182
1667,377223.7201
1668,345868.2097
1669,314697.4126
1670,342812.9144
1671,270640.1943
1672,403017.4694
1673,293990.0706
1674,246101.9529
1675,203572.2231
1676,203477.7765
1677,224261.0627
1678,429313.8281
1679,371611.5976
1680,319364.3713
1681,244329.5234
1682,320320.9634
1683,187333.5829
1684,177270.8353
1685,178156.9922
1686,169509.1563
1687,179789.8533
1688,190597.0732
1689,195610.2421
1690,201301.2848
1691,190823.3125
1692,264972.8794
1693,173106.6126
1694,182991.6595
1695,169835.8088
1696,258309.3277
1697,171049.7895
1698,339169.8741
1699,312516.1364
1700,258796.2285
1701,278482.4998
1702,233496.0004
1703,238129.5729
1704,278146.3778
1705,248575.7733
1706,317250.0296
1707,209027.85
1708,200926.956
1709,265165.4284
1710,222202.1221
1711,279178.3245
1712,252274.004
1713,267241.7561
1714,221103.8176
1715,209822.9351
1716,183175.9137
1717,179412.0567
1718,136625.7128
1719,207165.3003
1720,233786.9658
