id,SalePrice
1461,119958.0357
1462,151482.5673
1463,180200.8536
1464,197515.6192
1465,202434.1575
1466,170553.8002
1467,179791.3814
1468,159786.2484
1469,196124.1829
1470,118848.5091
1471,188060.2829
1472,98874.49267
1473,95139.60536
1474,143650.4534
1475,107788.4401
1476,353637.743
1477,246593.8885
1478,299793.5406
1479,300047.4224
1480,468168.6526
1481,321388.2756
1482,213626.6613
1483,181178.245
1484,160707.4796
1485,197392.5948
1486,194937.3952
1487,335953.3681
1488,238785.1889
1489,189499.4236
1490,239798.1411
1491,196908.577
1492,92669.44523
1493,190785.5337
1494,295743.9682
1495,288783.3668
1496,234247.2788
1497,179731.1899
1498,171647.373
1499,165691.1037
1500,158408.2165
1501,172992.954
1502,145806.454
1503,285953.0865
1504,241975.4724
1505,225726.2369
1506,187589.0438
1507,244001.424
1508,201683.9705
1509,161700.7368
1510,142587.4121
1511,150707.5909
1512,177473.8614
1513,153712.5433
1514,154169.2963
1515,192753.1191
1516,155724.7119
1517,171602.6198
1518,131335.3136
1519,209173.9023
1520,125480.1394
1521,128980.6621
1522,179320.2722
1523,110060.7866
1524,126801.3194
1525,117884.9584
1526,110336.4166
1527,109264.9703
1528,140138.6589
1529,149754.5069
1530,187505.4121
1531,107038.9814
1532,98599.66705
1533,145727.857
1534,127754.7855
1535,146880.3065
1536,107061.7612
1537,61370.93196
1538,147900.7357
1539,194952.3155
1540,98419.39663
1541,137951.3332
1542,140328.136
1543,178438.8873
1544,88908.45241
1545,118530.5345
1546,138920.0875
1547,128140.3553
1548,142759.8345
1549,123916.7978
1550,133387.522
1551,106600.9596
1552,133270.6315
1553,145111.6227
1554,116065.4666
1555,158658.5365
1556,86637.56393
1557,105269.7759
1558,102073.8896
1559,63815.16526
1560,134646.8702
1561,125800.4566
1562,131032.2219
1563,117679.9392
1564,154206.3075
1565,150891.9712
1566,239163.5261
1567,77679.365
1568,232878.7666
1569,124226.7285
1570,141737.6221
1571,123612.2938
1572,140148.8597
1573,228540.6779
1574,119906.937
1575,229505.791
1576,250118.0964
1577,178040.2761
1578,150476.4137
1579,143380.7851
1580,197272.3972
1581,156303.7748
1582,124485.8043
1583,282176.7468
1584,216047.3791
1585,133838.8409
1586,64043.70917
1587,107182.1177
1588,151703.0529
1589,96467.44097
1590,133280.2574
1591,89610.4481
1592,115191.2422
1593,126192.8295
1594,122740.3803
1595,106236.8954
1596,214983.6255
1597,196103.5187
1598,233248.8172
1599,166963.7544
1600,158619.8887
1601,66603.07764
1602,118611.5602
1603,70791.92304
1604,256728.3997
1605,241396.1461
1606,168356.829
1607,177798.7442
1608,216348.2566
1609,180674.0986
1610,151484.6534
1611,137758.6805
1612,173327.9655
1613,165117.0807
1614,129953.9204
1615,96441.40108
1616,79755.20945
1617,95856.17489
1618,125122.3708
1619,138672.0835
1620,146919.2521
1621,138712.8493
1622,143657.8976
1623,258021.0692
1624,209067.1357
1625,117888.5181
1626,173142.2966
1627,192792.4358
1628,282314.5886
1629,184140.169
1630,342627.9566
1631,232772.8607
1632,247010.4955
1633,178442.3158
1634,184625.303
1635,174270.4107
1636,152515.0714
1637,200570.8691
1638,177519.0227
1639,192763.3897
1640,249924.7158
1641,184303.783
1642,244898.658
1643,210499.8301
1644,235868.786
1645,196656.5927
1646,158881.817
1647,161133.359
1648,128651.0567
1649,141179.4207
1650,112770.8712
1651,120842.1231
1652,98518.05383
1653,101156.2558
1654,142618.811
1655,131559.1873
1656,138708.643
1657,145418.3417
1658,143297.3771
1659,114911.5877
1660,156593.409
1661,411594.5357
1662,396436.8198
1663,372080.0702
1664,477000.4288
1665,309112.9194
1666,338364.0675
1667,383941.9771
1668,354253.6649
1669,318962.8617
1670,351881.4998
1671,262548.4574
1672,412244.3857
1673,286222.7602
1674,239286.0387
1675,197846.2878
1676,196586.2356
1677,218944.9292
1678,435300.0989
1679,387734.0647
1680,325083.7047
1681,250725.9391
1682,322499.1736
1683,184508.182
1684,176722.0118
1685,176342.2512
1686,167148.1499
1687,177534.7095
1688,189331.4636
1689,195776.3265
1690,199186.8523
1691,190066.1812
1692,267657.4168
1693,173170.7054
1694,183850.7739
1695,169601.1228
1696,260472.3255
1697,174897.4359
1698,341961.0236
1699,310271.0409
1700,257384.9128
1701,275279.7543
1702,235749.3484
1703,235931.9736
1704,272412.6683
1705,242727.8227
1706,333216.3542
1707,211222.1959
1708,201183.1891
1709,261542.9428
1710,218132.3301
1711,278757.4978
1712,247685.6009
1713,278225.6044
1714,222475.22
1715,210088.6019
1716,183432.26
1717,178442.6501
1718,137169.7664
