Id,SalePrice
1461,63862.2
1462,63862.2
1463,63862.2
1464,63862.2
1465,63862.2
1466,63862.2
1467,63862.2
1468,63862.2
1469,63862.2
1470,63862.2
1471,63862.2
1472,66312.2
1473,66312.2
1474,62562.2
1475,62562.2
1476,63862.2
1477,63862.2
1478,63862.2
1479,63862.2
1480,63862.2
1481,63862.2
1482,63862.2
1483,63862.2
1484,63862.2
1485,63862.2
1486,63862.2
1487,63862.2
1488,63862.2
1489,63862.2
1490,63862.2
1491,63862.2
1492,66312.2
1493,63862.2
1494,63862.2
1495,63862.2
1496,63862.2
1497,63862.2
1498,66312.2
1499,66312.2
1500,66312.2
1501,66312.2
1502,63862.2
1503,63862.2
1504,63862.2
1505,63862.2
1506,63862.2
1507,63862.2
1508,63862.2
1509,63862.2
1510,63862.2
1511,62562.2
1512,63862.2
1513,63862.2
1514,63862.2
1515,66312.2
1516,63862.2
1517,63862.2
1518,63862.2
1519,63862.2
1520,63862.2
1521,63862.2
1522,63862.2
1523,63862.2
1524,66312.2
1525,63862.2
1526,63862.2
1527,66312.2
1528,66312.2
1529,66312.2
1530,63862.2
1531,63862.2
1532,64212.2
1533,64212.2
1534,66312.2
1535,66312.2
1536,66312.2
1537,66312.2
1538,66312.2
1539,66312.2
1540,64212.2
1541,66312.2
1542,66312.2
1543,66312.2
1544,66312.2
1545,66312.2
1546,66312.2
1547,63862.2
1548,66312.2
1549,66312.2
1550,66312.2
1551,66312.2
1552,66312.2
1553,76000.0
1554,66312.2
1555,63862.2
1556,66312.2
1557,63862.2
1558,64212.2
1559,76000.0
1560,66312.2
1561,64212.2
1562,65612.2
1563,65612.2
1564,63862.2
1565,63862.2
1566,63862.2
1567,66312.2
1568,63862.2
1569,63862.2
1570,63862.2
1571,65612.2
1572,63862.2
1573,63862.2
1574,65612.2
1575,63862.2
1576,64302.2
1577,63862.2
1578,66312.2
1579,63862.2
1580,63862.2
1581,63862.2
1582,66312.2
1583,63862.2
1584,63862.2
1585,63862.2
1586,75950.0
1587,65612.2
1588,63862.2
1589,65612.2
1590,65612.2
1591,64212.2
1592,66312.2
1593,66312.2
1594,75950.0
1595,64212.2
1596,63862.2
1597,64212.2
1598,63862.2
1599,63862.2
1600,63862.2
1601,66312.2
1602,66312.2
1603,68646.0
1604,63862.2
1605,63862.2
1606,63862.2
1607,63862.2
1608,63862.2
1609,63862.2
1610,63862.2
1611,63862.2
1612,63862.2
1613,63862.2
1614,63862.2
1615,76000.0
1616,76000.0
1617,63862.2
1618,66312.2
1619,63862.2
1620,63862.2
1621,66312.2
1622,63862.2
1623,63862.2
1624,63862.2
1625,63862.2
1626,63862.2
1627,63862.2
1628,63862.2
1629,63862.2
1630,63862.2
1631,63862.2
1632,63862.2
1633,63862.2
1634,63862.2
1635,63862.2
1636,63862.2
1637,63862.2
1638,63862.2
1639,63862.2
1640,63862.2
1641,63862.2
1642,63862.2
1643,63862.2
1644,63862.2
1645,63862.2
1646,63862.2
1647,63862.2
1648,63862.2
1649,63862.2
1650,66312.2
1651,66312.2
1652,66312.2
1653,66312.2
1654,63862.2
1655,62562.2
1656,62562.2
1657,63862.2
1658,62562.2
1659,62562.2
1660,63862.2
1661,63862.2
1662,63862.2
1663,63862.2
1664,63862.2
1665,63862.2
1666,63862.2
1667,63862.2
1668,63862.2
1669,63862.2
1670,63862.2
1671,63862.2
1672,63862.2
1673,63862.2
1674,63862.2
1675,63862.2
1676,63862.2
1677,63862.2
1678,62562.2
1679,63862.2
1680,63862.2
1681,63862.2
1682,63862.2
1683,63862.2
1684,63862.2
1685,63862.2
1686,63862.2
1687,63862.2
1688,63862.2
1689,63862.2
1690,63862.2
1691,63862.2
1692,63862.2
1693,63862.2
1694,63862.2
1695,63862.2
1696,63862.2
1697,63862.2
1698,63862.2
1699,63862.2
1700,63862.2
1701,63862.2
1702,63862.2
1703,63862.2
1704,63862.2
1705,63862.2
1706,63862.2
1707,63862.2
1708,63862.2
1709,63862.2
1710,63862.2
1711,63862.2
1712,63862.2
1713,63862.2
1714,63862.2
1715,63862.2
1716,66312.2
1717,66312.2
1718,64212.2
1719,63862.2
1720,63862.2
1721,66312.2
1722,64212.2
1723,66312.2
1724,63862.2
1725,63862.2
1726,63862.2
1727,63862.2
1728,63862.2
1729,63862.2
1730,62562.2
1731,65612.2
1732,66312.2
1733,63862.2
1734,63862.2
1735,63862.2
1736,63862.2
1737,63862.2
1738,63862.2
1739,63862.2
1740,63862.2
1741,63862.2
1742,66312.2
1743,65612.2
1744,63862.2
1745,63862.2
1746,63862.2
1747,63862.2
1748,63862.2
1749,63862.2
1750,63862.2
1751,63862.2
1752,63862.2
1753,63862.2
1754,63862.2
1755,63862.2
1756,66312.2
1757,65612.2
1758,63862.2
1759,66312.2
1760,63862.2
1761,63862.2
1762,63862.2
1763,63862.2
1764,63862.2
1765,62562.2
1766,63862.2
1767,63862.2
1768,63862.2
1769,63862.2
1770,63862.2
1771,63862.2
1772,63862.2
1773,63862.2
1774,64212.2
1775,63862.2
1776,63862.2
1777,66312.2
1778,63862.2
1779,58243.3
1780,63862.2
1781,63862.2
1782,63862.2
1783,66312.2
1784,66312.2
1785,66312.2
1786,66312.2
1787,66312.2
1788,76000.0
1789,66312.2
1790,66312.2
1791,63862.2
1792,63862.2
1793,63862.2
1794,65612.2
1795,64212.2
1796,63862.2
1797,66312.2
1798,63862.2
1799,66312.2
1800,63862.2
1801,66312.2
1802,66312.2
1803,63862.2
1804,63862.2
1805,63862.2
1806,66312.2
1807,64212.2
1808,66312.2
1809,76000.0
1810,66312.2
1811,76000.0
1812,76000.0
1813,66312.2
1814,66312.2
1815,64800.0
1816,66312.2
1817,66312.2
1818,66312.2
1819,63862.2
1820,76000.0
1821,66312.2
1822,66312.2
1823,76000.0
1824,63862.2
1825,66312.2
1826,63862.2
1827,66312.2
1828,66312.2
1829,65612.2
1830,66312.2
1831,66312.2
1832,64212.2
1833,63862.2
1834,63862.2
1835,63862.2
1836,66312.2
1837,76000.0
1838,66312.2
1839,63862.2
1840,64212.2
1841,64212.2
1842,65612.2
1843,63862.2
